t_monotonic,event,trial_index,gesture,note
327719.687000,trial_start,1,Pull,
327721.734000,trial_end,1,Pull,
327724.109000,trial_accept,1,Pull,
327726.750000,trial_start,2,Pull,
327728.828000,trial_end,2,Pull,
327730.250000,trial_accept,2,Pull,
327732.125000,trial_start,3,Pull,
327734.203000,trial_end,3,Pull,
327735.078000,trial_accept,3,Pull,
327736.750000,trial_start,4,Pull,
327738.750000,trial_end,4,Pull,
327740.015000,trial_accept,4,Pull,
327741.640000,trial_start,5,Pull,
327743.734000,trial_end,5,Pull,
327745.015000,trial_accept,5,Pull,
327746.687000,trial_start,6,Pull,
327748.687000,trial_end,6,Pull,
327749.593000,trial_accept,6,Pull,
327751.015000,trial_start,7,Pull,
327753.093000,trial_end,7,Pull,
327754.156000,trial_accept,7,Pull,
327756.078000,trial_start,8,Pull,
327758.187000,trial_end,8,Pull,
327759.515000,trial_accept,8,Pull,
327763.875000,trial_start,9,Push,
327765.968000,trial_end,9,Push,
327778.546000,trial_accept,9,Push,
327787.000000,trial_start,10,Push,
327789.078000,trial_end,10,Push,
327800.703000,trial_reject,10,Push,repeat requested
327804.187000,trial_start,10,Push,
327806.250000,trial_end,10,Push,
327808.000000,trial_accept,10,Push,
327809.734000,trial_start,11,Push,
327811.796000,trial_end,11,Push,
327813.468000,trial_accept,11,Push,
327814.906000,trial_start,12,Push,
327817.000000,trial_end,12,Push,
327818.328000,trial_accept,12,Push,
327819.890000,trial_start,13,Push,
327821.968000,trial_end,13,Push,
327823.375000,trial_accept,13,Push,
327824.875000,trial_start,14,Push,
327826.968000,trial_end,14,Push,
327828.453000,trial_accept,14,Push,
327829.906000,trial_start,15,Push,
327831.953000,trial_end,15,Push,
327833.562000,trial_accept,15,Push,
327835.343000,trial_start,16,Push,
327837.437000,trial_end,16,Push,
327838.484000,trial_accept,16,Push,
327860.296000,trial_start,17,Right,
327862.375000,trial_end,17,Right,
327940.937000,trial_accept,17,Right,
327983.812000,trial_start,18,Right,
327985.859000,trial_end,18,Right,
327990.562000,trial_accept,18,Right,
327992.328000,trial_start,19,Right,
327994.406000,trial_end,19,Right,
328007.703000,trial_accept,19,Right,
328009.765000,trial_start,20,Right,
328011.859000,trial_end,20,Right,
328015.000000,trial_accept,20,Right,
328016.375000,trial_start,21,Right,
328018.453000,trial_end,21,Right,
328020.234000,trial_accept,21,Right,
328022.109000,trial_start,22,Right,
328024.171000,trial_end,22,Right,
328026.125000,trial_accept,22,Right,
328027.984000,trial_start,23,Right,
328030.031000,trial_end,23,Right,
328031.781000,trial_accept,23,Right,
328033.750000,trial_start,24,Right,
328035.843000,trial_end,24,Right,
328037.609000,trial_accept,24,Right,
328042.265000,trial_start,25,Left,
328044.343000,trial_end,25,Left,
328046.453000,trial_accept,25,Left,
328047.890000,trial_start,26,Left,
328049.953000,trial_end,26,Left,
328052.218000,trial_accept,26,Left,
328053.640000,trial_start,27,Left,
328055.687000,trial_end,27,Left,
328057.421000,trial_accept,27,Left,
328059.125000,trial_start,28,Left,
328061.171000,trial_end,28,Left,
328062.484000,trial_accept,28,Left,
328064.281000,trial_start,29,Left,
328066.328000,trial_end,29,Left,
328067.906000,trial_accept,29,Left,
328069.968000,trial_start,30,Left,
328072.046000,trial_end,30,Left,
328073.593000,trial_accept,30,Left,
328075.421000,trial_start,31,Left,
328077.484000,trial_end,31,Left,
328079.390000,trial_accept,31,Left,
328081.062000,trial_start,32,Left,
328083.093000,trial_end,32,Left,
328085.031000,trial_accept,32,Left,
328100.031000,trial_start,33,Clapping,
328102.078000,trial_end,33,Clapping,
328103.359000,trial_accept,33,Clapping,
328105.125000,trial_start,34,Clapping,
328107.203000,trial_end,34,Clapping,
328108.484000,trial_accept,34,Clapping,
328110.546000,trial_start,35,Clapping,
328112.609000,trial_end,35,Clapping,
328114.265000,trial_accept,35,Clapping,
328115.656000,trial_start,36,Clapping,
328117.734000,trial_end,36,Clapping,
328119.671000,trial_accept,36,Clapping,
328120.562000,trial_start,37,Clapping,
328122.625000,trial_end,37,Clapping,
328124.156000,trial_accept,37,Clapping,
328125.062000,trial_start,38,Clapping,
328127.125000,trial_end,38,Clapping,
328128.890000,trial_accept,38,Clapping,
328129.875000,trial_start,39,Clapping,
328131.921000,trial_end,39,Clapping,
328133.234000,trial_accept,39,Clapping,
328134.265000,trial_start,40,Clapping,
328136.296000,trial_end,40,Clapping,
328139.343000,trial_accept,40,Clapping,
