t_monotonic,ax,ay,az,gx,gy,gz
1637757.798365,0.663,-0.518,0.573,-27.04,27.8,-1.34
1637757.848900,0.64,-0.503,0.601,-25.24,30.43,-1.56
1637757.888931,0.614,-0.54,0.663,-24.99,18.46,-9.25
1637757.929113,0.602,-0.538,0.704,-3.81,15.29,-10.62
1637757.978976,0.63,-0.498,0.65,4.39,-1.98,-9.13
1637758.029085,0.631,-0.455,0.619,-1.4,-7.11,-10.32
1637758.078788,0.652,-0.449,0.548,-6.81,-7.48,-3.42
1637758.128514,0.651,-0.489,0.548,-1.01,-0.46,2.75
1637758.178255,0.642,-0.527,0.576,0.7,2.59,2.41
1637758.228260,0.648,-0.509,0.587,-0.92,-0.27,0.55
1637758.272516,0.652,-0.509,0.585,1.83,-2.44,1.86
1637758.319170,0.663,-0.511,0.557,-2.96,-4.94,1.31
1637758.369046,0.671,-0.521,0.541,-1.22,-3.63,1.19
1637758.418843,0.659,-0.52,0.549,-1.74,-1.34,1.59
1637758.463869,0.653,-0.516,0.56,-3.51,-4.82,1.01
1637758.504300,0.654,-0.519,0.557,-1.83,-3.85,1.83
1637758.548915,0.662,-0.518,0.532,-1.95,-5.62,3.3
1637758.598598,0.662,-0.527,0.518,0.95,0.12,2.59
1637758.648315,0.654,-0.517,0.541,3.72,2.56,2.66
1637758.698046,0.66,-0.515,0.542,1.19,3.42,3.36
1637758.742895,0.655,-0.52,0.547,1.56,2.11,3.75
1637758.793161,0.659,-0.544,0.555,0.03,1.62,4.46
1637758.839218,0.646,-0.554,0.57,0.37,3.54,2.69
1637758.888761,0.654,-0.538,0.565,1.74,0.49,0.18
1637758.938294,0.649,-0.531,0.557,-0.15,1.31,-0.15
1637758.987929,0.648,-0.529,0.553,0.92,-0.37,-0.06
1637759.032431,0.651,-0.525,0.552,-0.98,0.73,-0.82
1637759.079225,0.648,-0.514,0.55,0.67,0.79,1.4
1637759.128923,0.64,-0.524,0.55,0.7,1.43,3.54
1637759.178550,0.643,-0.515,0.55,-0.55,0.82,4.49
1637759.228309,0.64,-0.525,0.576,5.34,3.2,8.24
1637759.278744,0.633,-0.511,0.617,23.38,0.7,15.23
1637759.318935,0.641,-0.488,0.625,28.32,-1.8,17.58
1637759.360769,0.639,-0.487,0.647,35.65,-3.94,21.64
1637759.410176,0.646,-0.511,0.609,24.2,-6.81,20.26
1637759.462538,0.652,-0.547,0.588,6.5,-2.72,10.41
1637759.512383,0.631,-0.564,0.604,12.05,-4.88,9.67
1637759.558228,0.627,-0.57,0.606,50.33,3.6,14.8
1637759.608425,0.588,-0.462,0.634,78.07,-1.04,22.86
1637759.648443,0.598,-0.436,0.602,70.56,11.93,20.02
1637759.688950,0.527,-0.404,0.728,59.97,23.13,18.37
1637759.729004,0.511,-0.379,0.716,50.48,3.48,24.08
1637759.782021,0.519,-0.411,0.717,40.8,3.57,18.07
1637759.822351,0.545,-0.422,0.729,34.12,5.04,10.8
1637759.872704,0.544,-0.403,0.762,23.35,6.2,4.52
1637759.922781,0.543,-0.359,0.784,33.17,5.98,10.93
1637759.968428,0.525,-0.304,0.793,26.98,3.05,13.92
1637760.011419,0.527,-0.35,0.778,19.71,7.6,11.66
1637760.058544,0.527,-0.337,0.802,13.55,2.81,6.78
1637760.109912,0.523,-0.344,0.809,3.72,3.78,2.5
1637760.152628,0.512,-0.32,0.804,-1.77,2.11,1.8
1637760.199240,0.514,-0.334,0.801,0.06,2.08,5.07
1637760.248943,0.502,-0.314,0.8,2.44,6.07,4.39
1637760.298487,0.504,-0.328,0.822,-7.14,1.04,-0.27
1637760.348632,0.502,-0.323,0.821,-8.27,1.22,-1.56
1637760.398284,0.506,-0.326,0.797,-5.01,-3.57,0.64
1637760.438589,0.514,-0.332,0.803,-18.92,-4.52,-4.64
1637760.482481,0.515,-0.344,0.786,-36.62,-7.6,-8.91
1637760.528572,0.514,-0.366,0.787,-37.9,-13.03,-4.97
1637760.578541,0.539,-0.407,0.737,-38.45,-9.28,-9.31
1637760.618568,0.549,-0.412,0.742,-42.91,-7.51,-12.36
1637760.658616,0.565,-0.454,0.719,-33.23,-11.29,-10.5
1637760.708949,0.559,-0.464,0.704,-21.15,-6.23,-8.18
1637760.759226,0.549,-0.439,0.701,-29.3,1.71,-13.95
1637760.799538,0.559,-0.449,0.684,-30.76,-6.59,-17.43
1637760.842168,0.581,-0.467,0.698,-15.14,-10.9,-7.51
1637760.889315,0.577,-0.475,0.669,-12.3,-1.68,-6.62
1637760.942896,0.599,-0.475,0.655,-11.32,-8.76,-6.93
1637760.989444,0.591,-0.471,0.66,-9.4,4.82,-7.11
1637761.038825,0.602,-0.495,0.66,-5.77,-3.94,-2.84
1637761.088497,0.591,-0.472,0.658,1.16,4.58,-5.49
1637761.128516,0.579,-0.467,0.668,-1.68,1.31,-3.45
1637761.172124,0.597,-0.462,0.671,-0.34,-2.08,-1.31
1637761.219228,0.607,-0.473,0.642,3.63,1.59,-3.57
1637761.269059,0.591,-0.459,0.655,1.46,2.41,-1.46
1637761.318776,0.605,-0.471,0.659,0.58,0.12,-1.83
1637761.368473,0.584,-0.473,0.684,1.07,3.54,-5.37
1637761.412587,0.611,-0.463,0.667,9.16,-1.13,-1.59
1637761.462710,0.59,-0.421,0.675,0.43,0.49,-2.59
1637761.509457,0.594,-0.461,0.662,-5.77,-2.14,-3.27
1637761.558935,0.6,-0.447,0.655,1.89,1.56,-3.11
1637761.608333,0.603,-0.447,0.663,-8.76,3.2,-4.64
1637761.658044,0.599,-0.462,0.673,-5.83,5.8,-5.25
1637761.707794,0.592,-0.451,0.675,1.4,1.77,-3.02
1637761.752275,0.597,-0.459,0.675,-7.35,1.01,-4.67
1637761.802256,0.599,-0.457,0.677,-12.12,-2.87,-7.48
1637761.852094,0.61,-0.469,0.661,-5.55,0.21,-5.71
1637761.898870,0.607,-0.451,0.653,-7.42,-0.64,-4.76
1637761.948881,0.606,-0.465,0.637,-11.66,0.49,-4.43
1637761.999053,0.607,-0.483,0.631,-15.08,-3.81,-4.03
1637762.039242,0.77,-0.532,0.518,-31.31,-10.99,-14.4
1637762.079454,0.643,-0.656,0.605,-71.47,-2.66,-32.99
1637762.119578,0.631,-0.548,0.554,-40.13,-9.25,-20.63
1637762.172059,0.56,-0.396,0.404,-58.17,-4.0,9.0
1637762.212123,0.543,-0.437,0.357,-92.38,-4.03,28.72
1637762.252272,0.49,-0.503,0.387,-103.98,2.17,63.66
1637762.292686,0.44,-0.604,0.446,-90.21,-0.55,84.99
1637762.338855,0.498,-0.62,0.475,-51.97,-2.01,113.83
1637762.379041,0.466,-0.769,0.538,-25.36,20.02,88.75
1637762.419587,0.43,-0.719,0.529,-12.94,45.81,67.2
1637762.459684,0.378,-0.846,0.511,-4.33,53.53,49.62
1637762.502475,0.308,-0.855,0.464,13.58,59.88,36.81
1637762.542813,0.311,-0.94,0.449,21.45,70.19,36.93
1637762.588768,0.188,-0.887,0.534,40.71,77.88,38.61
1637762.629139,0.142,-0.833,0.622,62.04,55.27,41.41
1637762.669644,0.145,-0.789,0.621,76.24,44.56,45.78
1637762.712361,0.1,-0.831,0.697,79.5,45.84,37.51
1637762.753051,0.041,-0.765,0.769,66.26,41.14,42.79
1637762.798889,0.024,-0.725,0.934,74.1,19.56,42.54
1637762.839292,0.053,-0.714,0.835,48.37,15.41,29.42
1637762.882270,0.054,-0.67,0.794,15.47,14.01,24.84
1637762.932472,0.057,-0.668,0.777,-13.18,0.49,32.96
1637762.978622,0.22,-1.156,0.448,-91.62,9.34,-38.79
1637763.021915,-0.089,-0.965,0.699,-117.07,43.46,-50.36
1637763.072545,-0.121,-0.853,0.539,-50.78,18.92,-44.8
1637763.119015,-0.08,-0.774,0.36,-54.9,46.69,-47.91
