t_monotonic,event,trial_index,gesture,note
325205.000000,trial_start,1,Pull,
325207.000000,trial_end,1,Pull,
325209.562000,trial_accept,1,Pull,
325211.734000,trial_start,2,Pull,
325213.781000,trial_end,2,Pull,
325215.875000,trial_accept,2,Pull,
325217.656000,trial_start,3,Pull,
325219.718000,trial_end,3,Pull,
325221.187000,trial_accept,3,Pull,
325223.359000,trial_start,4,Pull,
325225.359000,trial_end,4,Pull,
325226.906000,trial_accept,4,Pull,
325234.578000,trial_start,5,Pull,
325236.625000,trial_end,5,Pull,
325242.031000,trial_accept,5,Pull,
325243.296000,trial_start,6,Pull,
325245.375000,trial_end,6,Pull,
325247.562000,trial_accept,6,Pull,
325253.406000,trial_start,7,Pull,
325255.500000,trial_end,7,Pull,
325258.578000,trial_accept,7,Pull,
325260.781000,trial_start,8,Pull,
325262.828000,trial_end,8,Pull,
325264.265000,trial_accept,8,Pull,
325269.031000,trial_start,9,Push,
325271.062000,trial_end,9,Push,
325272.812000,trial_accept,9,Push,
325350.796000,trial_start,10,Push,
325352.875000,trial_end,10,Push,
325355.968000,trial_accept,10,Push,
325357.265000,trial_start,11,Push,
325359.328000,trial_end,11,Push,
325362.687000,trial_accept,11,Push,
325365.906000,trial_start,12,Push,
325367.968000,trial_end,12,Push,
325371.640000,trial_accept,12,Push,
325373.187000,trial_start,13,Push,
325375.234000,trial_end,13,Push,
325385.718000,trial_accept,13,Push,
325387.750000,trial_start,14,Push,
325389.828000,trial_end,14,Push,
325395.484000,trial_accept,14,Push,
325396.828000,trial_start,15,Push,
325398.906000,trial_end,15,Push,
325400.812000,trial_accept,15,Push,
325402.781000,trial_start,16,Push,
325404.781000,trial_end,16,Push,
325406.750000,trial_accept,16,Push,
325420.062000,trial_start,17,Right,
325422.125000,trial_end,17,Right,
325424.328000,trial_accept,17,Right,
325426.937000,trial_start,18,Right,
325429.015000,trial_end,18,Right,
325430.531000,trial_accept,18,Right,
325432.609000,trial_start,19,Right,
325434.703000,trial_end,19,Right,
325436.390000,trial_accept,19,Right,
325437.828000,trial_start,20,Right,
325439.890000,trial_end,20,Right,
325442.046000,trial_accept,20,Right,
325445.375000,trial_start,21,Right,
325447.468000,trial_end,21,Right,
325449.343000,trial_accept,21,Right,
325453.046000,trial_start,22,Right,
325455.125000,trial_end,22,Right,
325456.656000,trial_accept,22,Right,
325459.812000,trial_start,23,Right,
325461.906000,trial_end,23,Right,
325463.531000,trial_accept,23,Right,
325465.406000,trial_start,24,Right,
325467.484000,trial_end,24,Right,
325468.656000,trial_accept,24,Right,
325475.953000,trial_start,25,Left,
325477.968000,trial_end,25,Left,
325481.015000,trial_accept,25,Left,
325482.593000,trial_start,26,Left,
325484.656000,trial_end,26,Left,
325486.140000,trial_accept,26,Left,
325487.750000,trial_start,27,Left,
325489.812000,trial_end,27,Left,
325491.125000,trial_accept,27,Left,
325492.671000,trial_start,28,Left,
325494.734000,trial_end,28,Left,
325496.140000,trial_accept,28,Left,
325498.859000,trial_start,29,Left,
325500.921000,trial_end,29,Left,
325502.781000,trial_accept,29,Left,
325504.625000,trial_start,30,Left,
325506.734000,trial_end,30,Left,
325508.406000,trial_accept,30,Left,
325510.859000,trial_start,31,Left,
325512.921000,trial_end,31,Left,
325514.515000,trial_accept,31,Left,
325518.671000,trial_start,32,Left,
325520.718000,trial_end,32,Left,
325522.140000,trial_accept,32,Left,
325526.796000,trial_start,33,Clapping,
325528.843000,trial_end,33,Clapping,
325530.375000,trial_accept,33,Clapping,
325533.250000,trial_start,34,Clapping,
325535.281000,trial_end,34,Clapping,
325536.812000,trial_accept,34,Clapping,
325537.875000,trial_start,35,Clapping,
325539.937000,trial_end,35,Clapping,
325541.656000,trial_accept,35,Clapping,
325542.203000,trial_start,36,Clapping,
325544.296000,trial_end,36,Clapping,
325545.968000,trial_accept,36,Clapping,
325546.625000,trial_start,37,Clapping,
325548.671000,trial_end,37,Clapping,
325549.921000,trial_accept,37,Clapping,
325550.296000,trial_start,38,Clapping,
325552.296000,trial_end,38,Clapping,
325553.593000,trial_accept,38,Clapping,
325554.156000,trial_start,39,Clapping,
325556.203000,trial_end,39,Clapping,
325557.468000,trial_accept,39,Clapping,
325558.140000,trial_start,40,Clapping,
325560.218000,trial_end,40,Clapping,
325561.343000,trial_accept,40,Clapping,
