t_monotonic,event,trial_index,gesture,note
336114.265000,trial_start,1,Clockwise,
336116.296000,trial_end,1,Clockwise,
336122.796000,trial_reject,1,Clockwise,repeat requested
336163.031000,trial_start,1,Clockwise,
336165.093000,trial_end,1,Clockwise,
336171.359000,trial_accept,1,Clockwise,
336213.375000,trial_start,2,Clockwise,
336215.468000,trial_end,2,Clockwise,
336217.765000,trial_accept,2,Clockwise,
336219.859000,trial_start,3,Clockwise,
336221.953000,trial_end,3,Clockwise,
336223.843000,trial_accept,3,Clockwise,
336225.140000,trial_start,4,Clockwise,
336227.250000,trial_end,4,Clockwise,
336229.921000,trial_accept,4,Clockwise,
336234.125000,trial_start,5,Clockwise,
336236.140000,trial_end,5,Clockwise,
336237.828000,trial_accept,5,Clockwise,
336239.250000,trial_start,6,Clockwise,
336241.312000,trial_end,6,Clockwise,
336245.406000,trial_accept,6,Clockwise,
336247.031000,trial_start,7,Clockwise,
336249.078000,trial_end,7,Clockwise,
336250.765000,trial_accept,7,Clockwise,
336251.906000,trial_start,8,Clockwise,
336253.968000,trial_end,8,Clockwise,
336263.046000,trial_accept,8,Clockwise,
336274.515000,trial_start,9,Clockwise,
336276.593000,trial_end,9,Clockwise,
336281.296000,trial_accept,9,Clockwise,
336301.421000,trial_start,10,Clockwise,
336303.468000,trial_end,10,Clockwise,
336305.953000,trial_accept,10,Clockwise,
336323.375000,trial_start,11,Anti-clockwise,
336325.437000,trial_end,11,Anti-clockwise,
336330.375000,trial_accept,11,Anti-clockwise,
336331.953000,trial_start,12,Anti-clockwise,
336333.968000,trial_end,12,Anti-clockwise,
336345.343000,trial_accept,12,Anti-clockwise,
336346.968000,trial_start,13,Anti-clockwise,
336349.015000,trial_end,13,Anti-clockwise,
336362.406000,trial_reject,13,Anti-clockwise,repeat requested
336369.000000,trial_start,13,Anti-clockwise,
336371.046000,trial_end,13,Anti-clockwise,
336378.234000,trial_accept,13,Anti-clockwise,
336380.031000,trial_start,14,Anti-clockwise,
336382.078000,trial_end,14,Anti-clockwise,
336384.265000,trial_accept,14,Anti-clockwise,
336386.218000,trial_start,15,Anti-clockwise,
336388.265000,trial_end,15,Anti-clockwise,
336393.140000,trial_accept,15,Anti-clockwise,
336394.906000,trial_start,16,Anti-clockwise,
336396.921000,trial_end,16,Anti-clockwise,
336402.937000,trial_accept,16,Anti-clockwise,
336405.765000,trial_start,17,Anti-clockwise,
336407.781000,trial_end,17,Anti-clockwise,
336409.281000,trial_accept,17,Anti-clockwise,
336411.031000,trial_start,18,Anti-clockwise,
336413.093000,trial_end,18,Anti-clockwise,
336415.234000,trial_accept,18,Anti-clockwise,
336417.687000,trial_start,19,Anti-clockwise,
336419.765000,trial_end,19,Anti-clockwise,
336421.125000,trial_accept,19,Anti-clockwise,
336422.437000,trial_start,20,Anti-clockwise,
336424.484000,trial_end,20,Anti-clockwise,
