t_monotonic,ax,ay,az,gx,gy,gz
336096.765000,-0.394,-0.226,-0.876,2.5,3.97,-1.5
336096.812000,-0.394,-0.239,-0.88,0.31,4.0,-0.82
336096.859000,-0.402,-0.245,-0.853,3.05,3.91,-0.03
336096.906000,-0.402,-0.252,-0.841,0.67,1.86,0.31
336096.953000,-0.406,-0.247,-0.859,0.67,-1.22,0.58
336097.000000,-0.404,-0.259,-0.87,1.01,-1.34,-0.03
336097.046000,-0.408,-0.254,-0.886,0.46,-1.46,-1.04
336097.093000,-0.398,-0.255,-0.884,0.46,-0.03,-1.43
336097.140000,-0.405,-0.251,-0.868,1.37,1.56,-0.73
336097.187000,-0.392,-0.253,-0.865,2.01,0.43,0.52
336097.234000,-0.395,-0.257,-0.854,-1.43,0.52,-0.03
336097.281000,-0.408,-0.258,-0.86,-1.4,-0.85,0.37
336097.328000,-0.409,-0.268,-0.874,-2.11,0.34,-0.4
336097.375000,-0.419,-0.255,-0.875,0.03,-0.15,-1.4
336097.421000,-0.405,-0.26,-0.875,-0.55,0.7,-1.37
336097.468000,-0.396,-0.254,-0.864,0.46,-0.21,-2.2
336097.515000,-0.395,-0.245,-0.887,-1.53,0.0,-1.1
336097.562000,-0.397,-0.251,-0.873,0.89,1.37,-0.43
336097.609000,-0.404,-0.249,-0.86,-0.18,0.37,0.55
336097.656000,-0.4,-0.269,-0.86,-0.27,-0.92,-0.46
336097.703000,-0.404,-0.268,-0.88,-0.37,-0.03,-1.37
336097.750000,-0.406,-0.267,-0.876,0.34,0.55,-2.78
336097.796000,-0.393,-0.219,-0.885,2.11,2.01,-0.58
336097.843000,-0.347,-0.264,-0.818,-0.73,1.4,3.2
336097.890000,-0.378,-0.264,-0.825,-7.72,-0.31,3.42
336097.937000,-0.441,-0.271,-0.84,-10.19,-3.3,3.05
336097.984000,-0.478,-0.221,-0.935,-8.33,-3.85,0.46
336098.031000,-0.438,-0.25,-0.944,-5.68,0.89,-1.13
336098.078000,-0.395,-0.273,-0.921,-1.25,3.33,-5.31
336098.125000,-0.371,-0.252,-0.881,9.09,5.37,-8.61
336098.171000,-0.357,-0.233,-0.846,2.75,8.03,-8.39
336098.218000,-0.363,-0.181,-0.813,7.23,3.23,-5.71
336098.265000,-0.372,-0.214,-0.858,-3.63,-5.25,3.2
336098.312000,-0.379,-0.263,-0.878,-7.97,-3.45,3.33
336098.359000,-0.404,-0.289,-0.911,-2.41,1.13,2.75
336098.406000,-0.438,-0.263,-0.851,5.31,2.32,-2.66
336098.453000,-0.403,-0.259,-0.834,3.69,-6.68,-5.37
336098.500000,-0.416,-0.249,-0.887,1.19,-8.12,-5.77
336098.546000,-0.413,-0.268,-0.9,0.34,-5.77,-5.01
336098.593000,-0.399,-0.256,-0.923,2.11,-1.37,-7.17
336098.640000,-0.386,-0.24,-0.892,6.5,6.44,-2.93
336098.687000,-0.389,-0.239,-0.822,8.45,7.72,0.67
336098.734000,-0.38,-0.234,-0.788,5.62,-1.43,2.87
336098.781000,-0.385,-0.255,-0.824,-2.08,-7.05,6.29
336098.828000,-0.414,-0.301,-0.864,-8.67,-6.44,5.34
336098.875000,-0.448,-0.275,-0.929,-10.41,-3.42,0.95
336098.921000,-0.443,-0.275,-0.941,-5.37,4.0,0.55
336098.968000,-0.414,-0.255,-0.895,6.9,7.6,-1.46
336099.015000,-0.361,-0.237,-0.834,7.48,5.68,-1.71
336099.062000,-0.37,-0.23,-0.808,-1.16,0.0,0.79
336099.125000,-0.412,-0.243,-0.858,-9.09,-3.3,3.33
336099.171000,-0.441,-0.28,-0.93,-8.18,-1.8,3.23
336099.218000,-0.415,-0.286,-0.921,1.86,3.14,-0.27
336099.265000,-0.388,-0.246,-0.844,7.69,4.55,-3.11
336099.312000,-0.381,-0.221,-0.8,3.6,-0.37,-2.96
336099.359000,-0.405,-0.228,-0.826,-3.45,-8.21,0.55
336099.406000,-0.437,-0.265,-0.901,-8.15,-7.32,1.83
336099.453000,-0.444,-0.287,-0.949,-5.04,0.03,-0.12
336099.500000,-0.394,-0.273,-0.882,6.1,7.9,-4.49
336099.546000,-0.381,-0.214,-0.817,5.01,6.5,-4.3
336099.593000,-0.38,-0.209,-0.796,2.23,-0.31,-1.37
336099.640000,-0.398,-0.221,-0.824,-4.58,-9.16,1.34
336099.703000,-0.449,-0.269,-0.926,-11.29,-8.24,1.83
336099.750000,-0.43,-0.292,-0.959,-1.98,4.06,-1.86
336099.796000,-0.399,-0.25,-0.894,7.87,10.99,-3.57
336099.843000,-0.385,-0.198,-0.813,8.64,10.93,-2.78
336099.890000,-0.388,-0.205,-0.804,0.18,-2.72,2.08
336099.937000,-0.379,-0.245,-0.842,-4.82,-6.93,4.12
336099.984000,-0.43,-0.275,-0.894,-8.51,-6.71,2.29
336100.031000,-0.441,-0.275,-0.947,-5.31,-0.82,-0.76
336100.078000,-0.409,-0.252,-0.919,3.81,7.08,-2.53
336100.125000,-0.373,-0.208,-0.848,8.79,9.0,-1.83
336100.171000,-0.376,-0.205,-0.808,5.07,3.23,2.08
336100.218000,-0.381,-0.229,-0.818,0.12,-4.85,4.15
336100.265000,-0.413,-0.277,-0.852,-8.24,-6.62,3.42
336100.312000,-0.455,-0.284,-0.909,-8.79,-6.2,0.92
336100.359000,-0.443,-0.282,-0.953,-3.33,1.46,-1.43
336100.406000,-0.397,-0.24,-0.905,7.23,8.85,-2.78
336100.453000,-0.377,-0.198,-0.822,6.35,10.1,-2.44
336100.500000,-0.378,-0.184,-0.81,1.83,-1.22,1.34
336100.546000,-0.382,-0.238,-0.86,-4.06,-5.74,4.24
336100.593000,-0.421,-0.272,-0.91,-6.99,-4.91,1.92
336100.640000,-0.437,-0.272,-0.952,-2.38,0.18,1.8
336100.687000,-0.417,-0.272,-0.917,6.07,9.83,-0.37
336100.734000,-0.384,-0.238,-0.824,11.63,9.43,-2.53
336100.781000,-0.365,-0.232,-0.776,7.02,-2.99,-1.95
336100.828000,-0.364,-0.24,-0.812,0.15,-10.25,-1.74
336100.875000,-0.422,-0.286,-0.874,-10.13,-11.72,-2.23
336100.921000,-0.442,-0.284,-0.933,-5.1,-8.12,-5.19
336100.968000,-0.427,-0.265,-0.921,-2.69,0.52,-6.5
336101.015000,-0.368,-0.238,-0.863,4.79,2.93,-5.25
336101.062000,-0.368,-0.204,-0.815,3.75,0.98,-0.43
336101.109000,-0.381,-0.207,-0.785,4.33,-6.59,3.36
336101.156000,-0.413,-0.219,-0.819,-4.18,-17.37,4.97
336101.203000,-0.473,-0.252,-0.892,-12.39,-17.98,6.53
336101.250000,-0.472,-0.291,-0.954,-10.53,-11.26,5.22
336101.296000,-0.44,-0.295,-0.921,-4.61,2.53,3.42
336101.343000,-0.449,-0.262,-0.837,-0.15,9.49,0.61
336101.390000,-0.457,-0.189,-0.831,1.98,4.15,-1.01
336101.437000,-0.433,-0.175,-0.839,0.12,-3.75,-0.06
336101.484000,-0.429,-0.193,-0.877,-2.29,-4.67,3.97
336101.531000,-0.447,-0.236,-0.891,-4.97,-0.98,5.16
336101.578000,-0.449,-0.252,-0.917,-1.22,3.48,4.82
336101.625000,-0.434,-0.263,-0.863,5.34,10.68,1.98
336101.671000,-0.448,-0.225,-0.801,5.22,7.26,-1.01
336101.718000,-0.451,-0.205,-0.812,3.72,-2.23,-0.21
336101.765000,-0.432,-0.221,-0.834,3.11,-5.86,1.25
336101.812000,-0.451,-0.231,-0.852,-2.87,-6.47,0.55
336101.859000,-0.465,-0.253,-0.887,-6.1,-5.16,0.31
336101.906000,-0.45,-0.265,-0.904,-3.27,0.03,-1.77
336101.953000,-0.436,-0.246,-0.87,-1.22,6.9,-3.66
336102.000000,-0.43,-0.209,-0.842,2.04,6.5,-3.75
336102.046000,-0.44,-0.191,-0.832,0.7,2.29,-1.46
336102.093000,-0.423,-0.188,-0.855,2.01,-2.9,-0.06
336102.140000,-0.435,-0.193,-0.873,-0.21,-3.27,3.11
336102.187000,-0.455,-0.245,-0.898,-1.25,-0.06,5.65
336102.234000,-0.452,-0.281,-0.904,0.52,5.92,3.2
336102.281000,-0.426,-0.274,-0.87,4.82,10.83,-0.34
336102.328000,-0.422,-0.239,-0.816,6.38,10.53,-2.75
336102.375000,-0.417,-0.208,-0.798,3.17,1.83,-3.81
