t_monotonic,event,trial_index,gesture,note
506958.546000,trial_start,1,Push,
506960.625000,trial_end,1,Push,
506965.859000,trial_accept,1,Push,
506968.046000,trial_start,2,Push,
506970.109000,trial_end,2,Push,
506972.609000,trial_accept,2,Push,
506974.265000,trial_start,3,Push,
506976.265000,trial_end,3,Push,
506978.359000,trial_accept,3,Push,
506986.156000,trial_start,4,Push,
506988.250000,trial_end,4,Push,
506990.078000,trial_accept,4,Push,
506991.671000,trial_start,5,Push,
506993.765000,trial_end,5,Push,
506995.140000,trial_accept,5,Push,
506995.406000,trial_start,6,Push,
506997.421000,trial_end,6,Push,
506998.578000,trial_reject,6,Push,repeat requested
507000.234000,trial_start,6,Push,
507002.296000,trial_end,6,Push,
507003.687000,trial_accept,6,Push,
507005.281000,trial_start,7,Push,
507007.359000,trial_end,7,Push,
507008.609000,trial_accept,7,Push,
507010.234000,trial_start,8,Push,
507012.343000,trial_end,8,Push,
507013.500000,trial_accept,8,Push,
507014.984000,trial_start,9,Push,
507017.046000,trial_end,9,Push,
507018.453000,trial_accept,9,Push,
507020.031000,trial_start,10,Push,
507022.062000,trial_end,10,Push,
507025.343000,trial_accept,10,Push,
507026.984000,trial_start,11,Pull,
507029.046000,trial_end,11,Pull,
507031.093000,trial_reject,11,Pull,repeat requested
507034.250000,trial_start,11,Pull,
507036.343000,trial_end,11,Pull,
507038.015000,trial_accept,11,Pull,
507039.562000,trial_start,12,Pull,
507041.625000,trial_end,12,Pull,
507043.015000,trial_accept,12,Pull,
507044.593000,trial_start,13,Pull,
507046.656000,trial_end,13,Pull,
507048.250000,trial_accept,13,Pull,
507049.828000,trial_start,14,Pull,
507051.906000,trial_end,14,Pull,
507053.437000,trial_accept,14,Pull,
507055.093000,trial_start,15,Pull,
507057.093000,trial_end,15,Pull,
507060.984000,trial_accept,15,Pull,
507062.703000,trial_start,16,Pull,
507064.734000,trial_end,16,Pull,
507066.109000,trial_accept,16,Pull,
507068.171000,trial_start,17,Pull,
507070.250000,trial_end,17,Pull,
507071.703000,trial_accept,17,Pull,
507073.953000,trial_start,18,Pull,
507076.000000,trial_end,18,Pull,
507077.484000,trial_accept,18,Pull,
507079.796000,trial_start,19,Pull,
507081.859000,trial_end,19,Pull,
507083.218000,trial_accept,19,Pull,
507084.953000,trial_start,20,Pull,
507087.000000,trial_end,20,Pull,
507088.781000,trial_accept,20,Pull,
507092.593000,trial_start,21,Clockwise,
507094.640000,trial_end,21,Clockwise,
507112.937000,trial_accept,21,Clockwise,
507114.687000,trial_start,22,Clockwise,
507116.765000,trial_end,22,Clockwise,
507121.875000,trial_reject,22,Clockwise,repeat requested
507123.703000,trial_start,22,Clockwise,
507125.703000,trial_end,22,Clockwise,
507126.781000,trial_accept,22,Clockwise,
507128.281000,trial_start,23,Clockwise,
507130.375000,trial_end,23,Clockwise,
507131.546000,trial_accept,23,Clockwise,
507132.984000,trial_start,24,Clockwise,
507135.046000,trial_end,24,Clockwise,
507136.281000,trial_accept,24,Clockwise,
507138.000000,trial_start,25,Clockwise,
507140.093000,trial_end,25,Clockwise,
507141.296000,trial_accept,25,Clockwise,
507142.859000,trial_start,26,Clockwise,
507144.921000,trial_end,26,Clockwise,
507146.562000,trial_accept,26,Clockwise,
