t_monotonic,event,trial_index,gesture,note
318716.109000,trial_start,1,Pull,
318718.187000,trial_end,1,Pull,
318771.843000,trial_accept,1,Pull,
318777.343000,trial_start,2,Pull,
318779.406000,trial_end,2,Pull,
318834.468000,trial_accept,2,Pull,
318836.375000,trial_start,3,Pull,
318838.453000,trial_end,3,Pull,
318841.687000,trial_accept,3,Pull,
318844.265000,trial_start,4,Push,
318846.328000,trial_end,4,Push,
318871.015000,trial_accept,4,Push,
318872.656000,trial_start,5,Push,
318874.718000,trial_end,5,Push,
318877.937000,trial_accept,5,Push,
318880.671000,trial_start,6,Push,
318882.750000,trial_end,6,Push,
318884.625000,trial_accept,6,Push,
318888.656000,trial_start,7,Right,
318890.718000,trial_end,7,Right,
318892.359000,trial_accept,7,Right,
318893.968000,trial_start,8,Right,
318896.015000,trial_end,8,Right,
318897.437000,trial_accept,8,Right,
318899.718000,trial_start,9,Right,
318901.812000,trial_end,9,Right,
318903.484000,trial_accept,9,Right,
318905.703000,trial_start,10,Left,
318907.750000,trial_end,10,Left,
318909.578000,trial_accept,10,Left,
318910.906000,trial_start,11,Left,
318913.000000,trial_end,11,Left,
318914.531000,trial_accept,11,Left,
318916.031000,trial_start,12,Left,
318918.109000,trial_end,12,Left,
318920.125000,trial_accept,12,Left,
318922.906000,trial_start,13,Clapping,
318924.984000,trial_end,13,Clapping,
318926.984000,trial_accept,13,Clapping,
318975.187000,trial_start,14,Clapping,
318977.187000,trial_end,14,Clapping,
318983.500000,trial_accept,14,Clapping,
318986.843000,trial_start,15,Clapping,
318988.906000,trial_end,15,Clapping,
318996.140000,trial_accept,15,Clapping,
