t_monotonic,event,trial_index,gesture,note
575212.109000,trial_start,1,Push,
575214.203000,trial_end,1,Push,
575216.781000,trial_accept,1,Push,
575218.421000,trial_start,2,Push,
575220.468000,trial_end,2,Push,
575221.968000,trial_accept,2,Push,
575223.515000,trial_start,3,Push,
575225.531000,trial_end,3,Push,
575227.031000,trial_accept,3,Push,
575228.218000,trial_start,4,Push,
575230.296000,trial_end,4,Push,
575231.453000,trial_accept,4,Push,
575232.875000,trial_start,5,Push,
575234.968000,trial_end,5,Push,
575239.593000,trial_accept,5,Push,
575241.109000,trial_start,6,Push,
575243.203000,trial_end,6,Push,
575244.343000,trial_accept,6,Push,
575246.265000,trial_start,7,Push,
575248.359000,trial_end,7,Push,
575249.312000,trial_accept,7,Push,
575250.406000,trial_start,8,Push,
575252.484000,trial_end,8,Push,
575253.468000,trial_accept,8,Push,
575254.921000,trial_start,9,Push,
575256.921000,trial_end,9,Push,
575257.718000,trial_accept,9,Push,
575258.843000,trial_start,10,Push,
575260.890000,trial_end,10,Push,
575261.593000,trial_accept,10,Push,
575266.250000,trial_start,11,Pull,
575268.250000,trial_end,11,Pull,
575269.218000,trial_accept,11,Pull,
575270.359000,trial_start,12,Pull,
575272.359000,trial_end,12,Pull,
575273.312000,trial_accept,12,Pull,
575274.546000,trial_start,13,Pull,
575276.546000,trial_end,13,Pull,
575277.343000,trial_accept,13,Pull,
575278.640000,trial_start,14,Pull,
575280.640000,trial_end,14,Pull,
575281.546000,trial_accept,14,Pull,
575282.906000,trial_start,15,Pull,
575284.984000,trial_end,15,Pull,
575285.875000,trial_accept,15,Pull,
575287.171000,trial_start,16,Pull,
575289.218000,trial_end,16,Pull,
575290.015000,trial_accept,16,Pull,
575291.859000,trial_start,17,Pull,
575293.937000,trial_end,17,Pull,
575294.796000,trial_accept,17,Pull,
575296.015000,trial_start,18,Pull,
575298.015000,trial_end,18,Pull,
575298.843000,trial_accept,18,Pull,
575300.312000,trial_start,19,Pull,
575302.406000,trial_end,19,Pull,
575303.125000,trial_accept,19,Pull,
575304.593000,trial_start,20,Pull,
575306.687000,trial_end,20,Pull,
575307.281000,trial_accept,20,Pull,
575326.671000,trial_start,21,Clockwise,
575328.750000,trial_end,21,Clockwise,
575330.703000,trial_accept,21,Clockwise,
575331.671000,trial_start,22,Clockwise,
575333.671000,trial_end,22,Clockwise,
575335.078000,trial_accept,22,Clockwise,
575335.953000,trial_start,23,Clockwise,
575338.046000,trial_end,23,Clockwise,
575344.234000,trial_reject,23,Clockwise,repeat requested
575345.406000,trial_start,23,Clockwise,
575347.500000,trial_end,23,Clockwise,
575348.687000,trial_accept,23,Clockwise,
575350.203000,trial_start,24,Clockwise,
575352.265000,trial_end,24,Clockwise,
575353.140000,trial_accept,24,Clockwise,
575353.781000,trial_start,25,Clockwise,
575355.781000,trial_end,25,Clockwise,
575356.843000,trial_accept,25,Clockwise,
575357.406000,trial_start,26,Clockwise,
575359.484000,trial_end,26,Clockwise,
575360.500000,trial_accept,26,Clockwise,
575360.937000,trial_start,27,Clockwise,
575363.046000,trial_end,27,Clockwise,
575364.031000,trial_accept,27,Clockwise,
575364.953000,trial_start,28,Clockwise,
575366.953000,trial_end,28,Clockwise,
575367.812000,trial_accept,28,Clockwise,
575368.421000,trial_start,29,Clockwise,
575370.421000,trial_end,29,Clockwise,
575371.390000,trial_accept,29,Clockwise,
575371.968000,trial_start,30,Clockwise,
575374.046000,trial_end,30,Clockwise,
575374.609000,trial_accept,30,Clockwise,
575378.296000,trial_start,31,Anti-clockwise,
575380.359000,trial_end,31,Anti-clockwise,
575380.953000,trial_accept,31,Anti-clockwise,
575381.515000,trial_start,32,Anti-clockwise,
575383.593000,trial_end,32,Anti-clockwise,
575384.640000,trial_accept,32,Anti-clockwise,
575385.093000,trial_start,33,Anti-clockwise,
575387.093000,trial_end,33,Anti-clockwise,
575387.390000,trial_accept,33,Anti-clockwise,
575388.281000,trial_start,34,Anti-clockwise,
575390.343000,trial_end,34,Anti-clockwise,
575391.171000,trial_accept,34,Anti-clockwise,
