t_monotonic,ax,ay,az,gx,gy,gz
575184.453000,-0.153,-0.357,0.77,-8.21,-50.6,-38.27
575184.500000,-0.113,-0.223,0.742,-5.34,-36.65,-50.66
575184.546000,-0.021,-0.316,0.67,-22.31,-26.98,-32.5
575184.593000,-0.015,-0.339,0.714,-32.69,-6.04,-24.84
575184.640000,-0.035,-0.471,0.81,1.19,12.85,15.41
575184.687000,-0.072,-0.6,0.885,-12.73,11.84,17.15
575184.734000,-0.052,-0.647,0.884,-14.31,9.43,10.59
575184.781000,-0.028,-0.604,0.835,-3.45,1.59,5.34
575184.828000,-0.021,-0.618,0.836,-5.92,7.69,7.75
575184.875000,-0.046,-0.597,0.854,-11.08,5.8,3.17
575184.921000,-0.096,-0.551,0.891,-14.13,3.97,3.05
575184.968000,-0.169,-0.533,0.888,-25.61,-4.58,4.06
575185.015000,-0.215,-0.513,0.893,-34.18,-11.32,10.28
575185.062000,-0.188,-0.526,0.871,-55.18,-32.78,12.88
575185.109000,-0.083,-0.576,0.792,-49.53,-46.72,17.37
575185.156000,-0.07,-0.711,0.807,-59.39,-32.72,12.57
575185.203000,-0.081,-0.765,0.777,-41.23,-24.45,-1.31
575185.250000,-0.049,-0.801,0.757,-49.99,-25.36,-18.56
575185.296000,0.052,-0.704,0.654,-28.47,-34.79,-30.73
575185.343000,0.152,-0.696,0.585,-20.11,-17.64,-12.79
575185.390000,0.171,-0.739,0.613,-2.29,2.99,9.86
575185.437000,0.173,-0.956,0.619,7.29,10.01,43.61
575185.484000,0.149,-1.022,0.685,-3.6,11.41,29.97
575185.531000,0.118,-0.985,0.703,-1.62,-17.49,15.08
575185.578000,0.153,-0.892,0.523,-18.65,-40.19,-1.22
575185.625000,0.158,-0.871,0.498,-23.87,-35.25,-12.39
575185.671000,0.165,-0.834,0.496,-8.15,-34.88,-9.55
575185.718000,0.17,-0.815,0.496,-5.55,-21.85,-8.97
575185.765000,0.184,-0.785,0.524,7.75,-14.04,-12.05
575185.812000,0.189,-0.817,0.551,6.74,-2.26,-7.2
575185.859000,0.167,-0.754,0.619,11.41,-13.67,-22.98
