t_monotonic,event,trial_index,gesture,note
573449.921000,trial_start,1,Push,
573451.968000,trial_end,1,Push,
573453.875000,trial_accept,1,Push,
573455.312000,trial_start,2,Push,
573457.406000,trial_end,2,Push,
573463.953000,trial_accept,2,Push,
573467.968000,trial_start,3,Push,
573470.062000,trial_end,3,Push,
573470.968000,trial_accept,3,Push,
573472.484000,trial_start,4,Push,
573474.578000,trial_end,4,Push,
573486.859000,trial_accept,4,Push,
573488.640000,trial_start,5,Push,
573490.734000,trial_end,5,Push,
573495.343000,trial_accept,5,Push,
573503.125000,trial_start,6,Push,
573505.203000,trial_end,6,Push,
573506.437000,trial_accept,6,Push,
573518.734000,trial_start,7,Push,
573520.812000,trial_end,7,Push,
573524.062000,trial_accept,7,Push,
573525.750000,trial_start,8,Push,
573527.765000,trial_end,8,Push,
573528.703000,trial_accept,8,Push,
573532.015000,trial_start,9,Push,
573534.078000,trial_end,9,Push,
573535.140000,trial_accept,9,Push,
573541.453000,trial_start,10,Push,
573543.546000,trial_end,10,Push,
573546.750000,trial_accept,10,Push,
573553.281000,trial_start,11,Pull,
573555.375000,trial_end,11,Pull,
573556.453000,trial_accept,11,Pull,
573561.578000,trial_start,12,Pull,
573563.671000,trial_end,12,Pull,
573564.218000,trial_accept,12,Pull,
573566.093000,trial_start,13,Pull,
573568.171000,trial_end,13,Pull,
573568.906000,trial_accept,13,Pull,
573570.687000,trial_start,14,Pull,
573572.765000,trial_end,14,Pull,
573573.328000,trial_accept,14,Pull,
573575.046000,trial_start,15,Pull,
573577.109000,trial_end,15,Pull,
573577.609000,trial_accept,15,Pull,
573579.406000,trial_start,16,Pull,
573581.484000,trial_end,16,Pull,
573582.218000,trial_accept,16,Pull,
573584.343000,trial_start,17,Pull,
573586.437000,trial_end,17,Pull,
573586.984000,trial_accept,17,Pull,
573588.640000,trial_start,18,Pull,
573590.718000,trial_end,18,Pull,
573591.375000,trial_accept,18,Pull,
573593.343000,trial_start,19,Pull,
573595.437000,trial_end,19,Pull,
573596.125000,trial_accept,19,Pull,
573597.984000,trial_start,20,Pull,
573599.984000,trial_end,20,Pull,
573601.031000,trial_accept,20,Pull,
573625.171000,trial_start,21,Clockwise,
573627.234000,trial_end,21,Clockwise,
573629.359000,trial_accept,21,Clockwise,
573631.062000,trial_start,22,Clockwise,
573633.109000,trial_end,22,Clockwise,
573633.890000,trial_accept,22,Clockwise,
573647.843000,trial_start,23,Clockwise,
573649.843000,trial_end,23,Clockwise,
573650.671000,trial_accept,23,Clockwise,
573652.375000,trial_start,24,Clockwise,
573654.375000,trial_end,24,Clockwise,
573656.328000,trial_accept,24,Clockwise,
573658.250000,trial_start,25,Clockwise,
573660.343000,trial_end,25,Clockwise,
573661.078000,trial_accept,25,Clockwise,
573662.796000,trial_start,26,Clockwise,
573664.875000,trial_end,26,Clockwise,
573666.171000,trial_accept,26,Clockwise,
573667.734000,trial_start,27,Clockwise,
573669.796000,trial_end,27,Clockwise,
573670.437000,trial_accept,27,Clockwise,
573672.046000,trial_start,28,Clockwise,
573674.140000,trial_end,28,Clockwise,
573674.828000,trial_accept,28,Clockwise,
573676.671000,trial_start,29,Clockwise,
573678.734000,trial_end,29,Clockwise,
573681.171000,trial_accept,29,Clockwise,
573685.859000,trial_start,30,Clockwise,
573687.953000,trial_end,30,Clockwise,
573688.968000,trial_accept,30,Clockwise,
573703.328000,trial_start,31,Anti-clockwise,
573705.406000,trial_end,31,Anti-clockwise,
573706.093000,trial_accept,31,Anti-clockwise,
573712.140000,trial_start,32,Anti-clockwise,
573714.140000,trial_end,32,Anti-clockwise,
573715.062000,trial_accept,32,Anti-clockwise,
573743.093000,trial_start,33,Anti-clockwise,
573745.109000,trial_end,33,Anti-clockwise,
573746.562000,trial_accept,33,Anti-clockwise,
573748.296000,trial_start,34,Anti-clockwise,
573750.390000,trial_end,34,Anti-clockwise,
573750.984000,trial_accept,34,Anti-clockwise,
573752.921000,trial_start,35,Anti-clockwise,
573755.015000,trial_end,35,Anti-clockwise,
573755.734000,trial_accept,35,Anti-clockwise,
573757.328000,trial_start,36,Anti-clockwise,
573759.406000,trial_end,36,Anti-clockwise,
573759.875000,trial_accept,36,Anti-clockwise,
573761.796000,trial_start,37,Anti-clockwise,
573763.875000,trial_end,37,Anti-clockwise,
