t_monotonic,ax,ay,az,gx,gy,gz
508464.000000,0.03,-0.921,0.537,2.2,-8.88,16.94
508464.046000,0.003,-0.911,0.51,0.58,-13.73,13.03
508464.093000,0.0,-0.897,0.451,-0.98,-17.88,12.02
508464.140000,0.022,-0.894,0.428,7.72,-11.51,14.37
508464.187000,0.005,-0.904,0.481,7.69,-12.36,16.94
508464.234000,-0.014,-0.938,0.484,6.29,-11.54,17.37
508464.281000,-0.055,-0.961,0.508,4.76,-13.98,12.51
508464.328000,-0.068,-0.961,0.473,0.82,-18.71,8.33
508464.375000,-0.054,-0.935,0.427,3.6,-16.82,3.39
508464.421000,-0.042,-0.942,0.379,2.62,-11.02,0.52
508464.468000,-0.032,-0.91,0.352,6.68,-0.12,-3.05
508464.515000,-0.036,-0.896,0.405,6.65,5.74,-4.21
508464.562000,-0.022,-0.866,0.416,6.5,13.4,-7.39
508464.609000,-0.027,-0.882,0.491,8.64,19.35,-2.96
508464.656000,-0.021,-0.883,0.527,8.18,14.37,-0.82
508464.703000,-0.006,-0.878,0.541,10.62,11.6,-2.96
508464.750000,0.004,-0.863,0.522,-3.85,9.8,-4.46
508464.796000,0.024,-0.854,0.526,1.13,7.32,0.76
508464.843000,0.02,-0.871,0.522,-0.7,6.62,1.92
508464.890000,-0.009,-0.88,0.548,3.42,5.13,3.11
508464.937000,-0.022,-0.876,0.543,2.96,1.83,2.04
508464.984000,-0.038,-0.873,0.53,4.03,-2.53,0.67
508465.031000,-0.034,-0.881,0.483,5.8,-5.01,0.85
508465.078000,-0.053,-0.892,0.444,-3.3,-0.89,-2.04
508465.125000,-0.034,-0.862,0.413,-2.47,3.05,-1.83
508465.171000,-0.025,-0.882,0.421,-3.91,14.98,3.51
508465.218000,-0.031,-0.852,0.466,-0.64,19.87,5.8
508465.265000,-0.039,-0.845,0.519,3.66,22.71,9.64
508465.312000,-0.07,-0.845,0.585,8.33,23.56,13.4
508465.359000,-0.068,-0.818,0.597,0.92,18.19,11.02
508465.406000,-0.069,-0.826,0.615,3.23,14.95,15.26
508465.453000,-0.072,-0.847,0.595,4.46,4.27,18.89
508465.500000,-0.093,-0.907,0.561,-1.59,-2.78,18.77
508465.546000,-0.105,-0.92,0.521,0.55,-7.93,19.56
508465.593000,-0.171,-0.975,0.526,-6.87,-10.5,12.63
508465.640000,-0.163,-0.94,0.464,-8.91,-16.82,2.35
508465.687000,-0.167,-0.91,0.463,-7.29,-11.51,-3.94
508465.734000,-0.18,-0.829,0.478,2.38,-7.35,-7.48
508465.781000,-0.172,-0.782,0.476,1.13,-7.63,-2.23
508465.828000,-0.176,-0.79,0.49,4.46,-3.94,3.36
508465.875000,-0.157,-0.797,0.498,2.14,-5.49,10.13
508465.921000,-0.17,-0.798,0.49,-0.37,-3.51,17.49
508465.968000,-0.154,-0.902,0.445,-8.48,-1.65,15.23
508466.015000,-0.137,-0.921,0.443,-3.88,6.44,10.35
508466.062000,-0.158,-0.876,0.466,11.96,11.75,13.92
508466.109000,-0.177,-0.84,0.53,8.82,14.65,12.54
508466.156000,-0.191,-0.865,0.521,-0.37,7.54,18.56
508466.203000,-0.181,-0.901,0.513,5.43,7.6,14.16
508466.250000,-0.192,-0.862,0.538,6.96,10.01,9.34
508466.296000,-0.218,-0.823,0.544,6.99,4.97,10.65
508466.343000,-0.177,-0.848,0.492,-4.82,3.69,6.23
508466.390000,-0.217,-0.858,0.554,6.07,6.71,8.39
508466.453000,-0.211,-0.861,0.551,2.84,3.88,5.77
508466.500000,-0.24,-0.883,0.575,8.21,0.67,7.29
508466.546000,-0.265,-0.933,0.563,-1.62,-6.65,-0.95
508466.593000,-0.244,-0.904,0.502,-1.04,-7.87,-8.76
508466.640000,-0.251,-0.881,0.499,-1.19,-3.94,-11.81
508466.687000,-0.239,-0.845,0.483,-3.94,0.12,-16.51
508466.734000,-0.219,-0.873,0.481,-5.71,7.32,-18.31
508466.781000,-0.215,-0.901,0.487,-6.5,10.9,-21.61
508466.828000,-0.156,-0.909,0.474,-7.48,13.09,-26.18
508466.875000,-0.118,-0.919,0.501,-10.59,21.82,-33.3
508466.921000,-0.132,-0.923,0.546,-7.45,22.25,-34.91
508466.968000,-0.136,-0.961,0.556,-13.28,15.05,-40.68
508467.015000,-0.116,-0.97,0.512,-22.37,10.28,-50.87
508467.062000,-0.072,-0.966,0.498,-15.96,3.97,-56.58
508467.109000,-0.042,-0.9,0.458,-7.97,3.36,-52.67
508467.156000,-0.03,-0.878,0.482,-12.54,-1.25,-51.39
508467.203000,-0.003,-0.876,0.432,-17.06,-1.83,-48.22
508467.250000,0.023,-0.868,0.447,-20.05,-4.24,-47.82
508467.296000,0.105,-0.882,0.375,-23.83,-3.72,-45.87
508467.343000,0.104,-0.905,0.377,-26.34,1.28,-43.52
508467.390000,0.169,-0.931,0.332,-21.61,-2.47,-40.68
508467.437000,0.214,-0.898,0.286,-18.46,5.13,-37.87
508467.484000,0.233,-0.913,0.304,-12.79,13.43,-32.84
508467.531000,0.234,-0.915,0.308,-16.75,17.52,-31.74
508467.578000,0.184,-0.939,0.391,-5.83,8.85,-29.18
508467.625000,0.285,-0.883,0.262,-12.48,6.78,-31.19
508467.671000,0.325,-0.919,0.282,-25.33,16.69,-36.9
508467.718000,0.379,-0.943,0.254,-34.79,16.57,-40.93
508467.765000,0.413,-0.986,0.263,-47.49,35.65,-39.43
508467.812000,0.485,-1.002,0.281,-28.02,29.76,-51.64
508467.859000,0.607,-1.003,0.23,-36.77,45.78,-58.81
508467.906000,0.602,-1.042,0.398,-54.63,44.22,-67.69
