t_monotonic,event,trial_index,gesture,note
509636.484000,trial_start,1,Push,
509638.578000,trial_end,1,Push,
509640.265000,trial_accept,1,Push,
509643.015000,trial_start,2,Push,
509645.078000,trial_end,2,Push,
509646.703000,trial_accept,2,Push,
509648.921000,trial_start,3,Push,
509650.984000,trial_end,3,Push,
509652.484000,trial_accept,3,Push,
509654.437000,trial_start,4,Push,
509656.515000,trial_end,4,Push,
509658.750000,trial_accept,4,Push,
509661.109000,trial_start,5,Push,
509663.171000,trial_end,5,Push,
509668.328000,trial_accept,5,Push,
509670.171000,trial_start,6,Push,
509672.265000,trial_end,6,Push,
509674.265000,trial_accept,6,Push,
509676.750000,trial_start,7,Push,
509678.781000,trial_end,7,Push,
509680.921000,trial_accept,7,Push,
509685.453000,trial_start,8,Push,
509687.515000,trial_end,8,Push,
509693.140000,trial_accept,8,Push,
509722.687000,trial_start,9,Push,
509724.796000,trial_end,9,Push,
509726.687000,trial_accept,9,Push,
509731.906000,trial_start,10,Push,
509733.968000,trial_end,10,Push,
509735.546000,trial_accept,10,Push,
509740.796000,trial_start,11,Pull,
509742.843000,trial_end,11,Pull,
509744.140000,trial_accept,11,Pull,
509746.281000,trial_start,12,Pull,
509748.343000,trial_end,12,Pull,
509751.265000,trial_accept,12,Pull,
509754.000000,trial_start,13,Pull,
509756.109000,trial_end,13,Pull,
509757.359000,trial_accept,13,Pull,
509763.031000,trial_start,14,Pull,
509765.078000,trial_end,14,Pull,
509766.765000,trial_accept,14,Pull,
509770.812000,trial_start,15,Pull,
509772.906000,trial_end,15,Pull,
509774.171000,trial_accept,15,Pull,
509776.625000,trial_start,16,Pull,
509778.703000,trial_end,16,Pull,
509779.968000,trial_accept,16,Pull,
509782.500000,trial_start,17,Pull,
509784.578000,trial_end,17,Pull,
509785.546000,trial_accept,17,Pull,
509787.843000,trial_start,18,Pull,
509789.859000,trial_end,18,Pull,
509791.328000,trial_accept,18,Pull,
509793.312000,trial_start,19,Pull,
509795.390000,trial_end,19,Pull,
509796.875000,trial_accept,19,Pull,
509799.296000,trial_start,20,Pull,
509801.312000,trial_end,20,Pull,
509802.625000,trial_accept,20,Pull,
509810.656000,trial_start,21,Clockwise,
509812.750000,trial_end,21,Clockwise,
509819.687000,trial_accept,21,Clockwise,
509824.187000,trial_start,22,Clockwise,
509826.250000,trial_end,22,Clockwise,
509846.656000,trial_reject,22,Clockwise,repeat requested
509858.593000,trial_start,22,Clockwise,
509860.671000,trial_end,22,Clockwise,
509868.781000,trial_accept,22,Clockwise,
509871.343000,trial_start,23,Clockwise,
509873.390000,trial_end,23,Clockwise,
509875.500000,trial_accept,23,Clockwise,
509877.250000,trial_start,24,Clockwise,
509879.328000,trial_end,24,Clockwise,
509880.796000,trial_accept,24,Clockwise,
509882.734000,trial_start,25,Clockwise,
509884.796000,trial_end,25,Clockwise,
509886.296000,trial_accept,25,Clockwise,
509888.281000,trial_start,26,Clockwise,
509890.328000,trial_end,26,Clockwise,
