t_monotonic,event,trial_index,gesture,note
592270.921000,trial_start,1,Idle,
592273.000000,trial_end,1,Idle,
592273.328000,trial_accept,1,Idle,
592274.359000,trial_start,2,Idle,
592276.359000,trial_end,2,Idle,
592276.687000,trial_accept,2,Idle,
592277.578000,trial_start,3,Idle,
592279.593000,trial_end,3,Idle,
592280.265000,trial_accept,3,Idle,
592287.593000,trial_start,4,Idle,
592289.687000,trial_end,4,Idle,
592290.046000,trial_accept,4,Idle,
592290.421000,trial_start,5,Idle,
592292.500000,trial_end,5,Idle,
592292.890000,trial_accept,5,Idle,
592317.453000,trial_start,6,Idle,
592319.453000,trial_end,6,Idle,
592319.828000,trial_accept,6,Idle,
592320.359000,trial_start,7,Idle,
592322.421000,trial_end,7,Idle,
592323.031000,trial_accept,7,Idle,
592340.375000,trial_start,8,Idle,
592342.468000,trial_end,8,Idle,
592342.703000,trial_accept,8,Idle,
592343.312000,trial_start,9,Idle,
592345.406000,trial_end,9,Idle,
592345.812000,trial_accept,9,Idle,
592348.859000,trial_start,10,Idle,
592350.859000,trial_end,10,Idle,
592351.250000,trial_accept,10,Idle,
