t_monotonic,event,trial_index,gesture,note
318164.125000,trial_start,1,Pull,
318166.156000,trial_end,1,Pull,
318169.578000,trial_accept,1,Pull,
318171.328000,trial_start,2,Pull,
318173.406000,trial_end,2,Pull,
318178.828000,trial_accept,2,Pull,
318180.109000,trial_start,3,Pull,
318182.140000,trial_end,3,Pull,
318185.437000,trial_accept,3,Pull,
318190.578000,trial_start,4,Push,
318192.593000,trial_end,4,Push,
318194.765000,trial_accept,4,Push,
318200.984000,trial_start,5,Push,
318203.062000,trial_end,5,Push,
318204.750000,trial_accept,5,Push,
318208.578000,trial_start,6,Push,
318210.640000,trial_end,6,Push,
318213.625000,trial_accept,6,Push,
318220.625000,trial_start,7,Right,
318222.625000,trial_end,7,Right,
318225.687000,trial_accept,7,Right,
318227.000000,trial_start,8,Right,
318229.062000,trial_end,8,Right,
318230.265000,trial_accept,8,Right,
318232.390000,trial_start,9,Right,
318234.468000,trial_end,9,Right,
318236.203000,trial_accept,9,Right,
318239.453000,trial_start,10,Left,
318241.531000,trial_end,10,Left,
318243.296000,trial_accept,10,Left,
318245.843000,trial_start,11,Left,
318247.921000,trial_end,11,Left,
318249.359000,trial_accept,11,Left,
318251.500000,trial_start,12,Left,
318253.578000,trial_end,12,Left,
318255.500000,trial_accept,12,Left,
318260.187000,trial_start,13,Clapping,
318262.265000,trial_end,13,Clapping,
318264.640000,trial_accept,13,Clapping,
318266.687000,trial_start,14,Clapping,
318268.765000,trial_end,14,Clapping,
318276.031000,trial_accept,14,Clapping,
318277.250000,trial_start,15,Clapping,
318279.343000,trial_end,15,Clapping,
318280.828000,trial_accept,15,Clapping,
