t_monotonic,event,trial_index,gesture,note
1628871.849623,trial_start,1,One-Arm Boxing,
1628873.915215,trial_end,1,One-Arm Boxing,
1628876.220266,trial_accept,1,One-Arm Boxing,
1628880.114590,trial_start,2,Pull,
1628882.201631,trial_end,2,Pull,
1628884.237224,trial_accept,2,Pull,
1628887.405691,trial_start,3,Push,
1628889.480720,trial_end,3,Push,
1628890.876263,trial_accept,3,Push,
1628893.874409,trial_start,4,Pull,
1628895.974187,trial_end,4,Pull,
1628897.170535,trial_accept,4,Pull,
1628900.023532,trial_start,5,Push,
1628902.098862,trial_end,5,Push,
1628903.641857,trial_accept,5,Push,
1628907.695967,trial_start,6,Push,
1628909.774203,trial_end,6,Push,
1628911.099759,trial_accept,6,Push,
1628914.922185,trial_start,7,Pull,
1628916.994914,trial_end,7,Pull,
1628918.387018,trial_accept,7,Pull,
1628922.513163,trial_start,8,Two-Arm Boxing,
1628924.583992,trial_end,8,Two-Arm Boxing,
1628926.326439,trial_accept,8,Two-Arm Boxing,
1628930.288958,trial_start,9,Pull,
1628932.354286,trial_end,9,Pull,
1628933.571036,trial_accept,9,Pull,
1628936.572735,trial_start,10,Push,
1628938.653786,trial_end,10,Push,
1628939.902871,trial_accept,10,Push,
1628948.372993,trial_start,11,Two-Arm Boxing,
1628950.444225,trial_end,11,Two-Arm Boxing,
1628951.823904,trial_accept,11,Two-Arm Boxing,
1628955.540160,trial_start,12,Two-Arm Boxing,
1628957.610479,trial_end,12,Two-Arm Boxing,
1628958.949728,trial_accept,12,Two-Arm Boxing,
1628965.666438,trial_start,13,One-Arm Boxing,
1628967.735925,trial_end,13,One-Arm Boxing,
1628969.005257,trial_accept,13,One-Arm Boxing,
1628972.244804,trial_start,14,One-Arm Boxing,
1628974.318893,trial_end,14,One-Arm Boxing,
1628975.445803,trial_accept,14,One-Arm Boxing,
1628979.818656,trial_start,15,Push,
1628981.897081,trial_end,15,Push,
1628983.078622,trial_accept,15,Push,
1628986.645282,trial_start,16,Push,
1628988.713641,trial_end,16,Push,
1628990.074419,trial_accept,16,Push,
1628994.493087,trial_start,17,Two-Arm Boxing,
1628996.570771,trial_end,17,Two-Arm Boxing,
1628997.988970,trial_accept,17,Two-Arm Boxing,
1629002.712722,trial_start,18,Pull,
1629004.779598,trial_end,18,Pull,
1629007.537795,trial_accept,18,Pull,
1629012.022635,trial_start,19,Two-Arm Boxing,
1629014.100830,trial_end,19,Two-Arm Boxing,
1629015.643575,trial_accept,19,Two-Arm Boxing,
1629019.118431,trial_start,20,Two-Arm Boxing,
1629021.201023,trial_end,20,Two-Arm Boxing,
1629022.585512,trial_accept,20,Two-Arm Boxing,
1629025.969514,trial_start,21,Two-Arm Boxing,
1629028.042799,trial_end,21,Two-Arm Boxing,
1629029.244345,trial_accept,21,Two-Arm Boxing,
1629032.742632,trial_start,22,One-Arm Boxing,
1629034.812585,trial_end,22,One-Arm Boxing,
1629035.941684,trial_accept,22,One-Arm Boxing,
1629039.006730,trial_start,23,One-Arm Boxing,
1629041.084168,trial_end,23,One-Arm Boxing,
1629042.037374,trial_accept,23,One-Arm Boxing,
1629046.210321,trial_start,24,Two-Arm Boxing,
1629048.287981,trial_end,24,Two-Arm Boxing,
1629049.610337,trial_accept,24,Two-Arm Boxing,
1629053.563299,trial_start,25,Push,
1629055.631376,trial_end,25,Push,
1629056.972528,trial_accept,25,Push,
1629061.363124,trial_start,26,One-Arm Boxing,
1629063.440904,trial_end,26,One-Arm Boxing,
1629064.966647,trial_accept,26,One-Arm Boxing,
1629068.422915,trial_start,27,One-Arm Boxing,
1629070.502673,trial_end,27,One-Arm Boxing,
1629071.707666,trial_accept,27,One-Arm Boxing,
1629075.640467,trial_start,28,Push,
1629077.708122,trial_end,28,Push,
1629078.777865,trial_accept,28,Push,
1629082.089608,trial_start,29,Pull,
1629084.164454,trial_end,29,Pull,
1629085.507009,trial_accept,29,Pull,
1629090.610637,trial_start,30,One-Arm Boxing,
1629092.687166,trial_end,30,One-Arm Boxing,
1629093.841593,trial_accept,30,One-Arm Boxing,
1629098.227012,trial_start,31,Pull,
1629100.305197,trial_end,31,Pull,
1629101.859076,trial_accept,31,Pull,
1629105.055753,trial_start,32,Push,
1629107.128042,trial_end,32,Push,
1629108.678363,trial_accept,32,Push,
1629112.686284,trial_start,33,One-Arm Boxing,
1629114.761878,trial_end,33,One-Arm Boxing,
1629115.629306,trial_accept,33,One-Arm Boxing,
1629118.856999,trial_start,34,Two-Arm Boxing,
1629120.935542,trial_end,34,Two-Arm Boxing,
1629122.063640,trial_accept,34,Two-Arm Boxing,
1629125.280804,trial_start,35,Pull,
1629127.356291,trial_end,35,Pull,
1629128.428618,trial_accept,35,Pull,
1629131.968623,trial_start,36,Pull,
1629134.044495,trial_end,36,Pull,
1629135.139960,trial_accept,36,Pull,
1629138.986876,trial_start,37,Pull,
1629141.060101,trial_end,37,Pull,
1629142.320703,trial_accept,37,Pull,
1629146.394558,trial_start,38,One-Arm Boxing,
1629148.475954,trial_end,38,One-Arm Boxing,
1629149.627291,trial_accept,38,One-Arm Boxing,
1629153.857208,trial_start,39,Push,
1629155.925999,trial_end,39,Push,
1629157.747386,trial_accept,39,Push,
1629162.230765,trial_start,40,Two-Arm Boxing,
1629164.299626,trial_end,40,Two-Arm Boxing,
1629165.985767,trial_accept,40,Two-Arm Boxing,
