t_monotonic,ax,ay,az,gx,gy,gz
503871.984000,-0.435,-0.703,0.719,56.22,-37.26,-0.31
503872.031000,-0.405,-0.616,0.785,83.74,-50.6,4.09
503872.093000,-0.317,-0.488,0.81,120.7,-76.97,0.61
503872.156000,-0.22,-0.385,0.99,111.55,-45.93,-13.58
503872.203000,-0.071,-0.233,0.78,100.56,-26.86,-21.94
503872.250000,-0.087,-0.29,0.92,51.94,13.64,-50.45
503872.296000,-0.296,-0.072,1.031,26.64,64.61,-52.58
503872.343000,-0.419,0.095,1.1,-22.71,67.14,-44.71
503872.390000,-0.599,-0.026,1.297,-71.44,-43.09,-2.62
503872.437000,-0.314,-0.367,0.809,-109.2,-84.35,42.05
503872.484000,-0.227,-0.689,0.81,-105.11,-72.91,32.44
503872.531000,-0.126,-0.648,0.66,-75.99,-79.71,21.15
503872.578000,-0.012,-0.712,0.613,-73.31,-59.27,16.48
503872.625000,0.007,-0.812,0.425,-25.7,-158.39,18.31
503872.671000,-0.038,-0.633,0.799,-33.97,-1.89,0.85
503872.718000,-0.057,-0.55,0.9,1.74,0.95,-0.61
503872.765000,-0.075,-0.573,0.893,3.17,-14.22,11.11
503872.812000,0.017,-0.589,0.726,-8.39,35.58,-4.03
503872.859000,-0.133,-0.66,0.783,13.06,-8.18,17.61
503872.906000,-0.115,-0.661,0.674,9.31,0.24,9.86
503872.953000,-0.125,-0.623,0.7,-12.18,8.42,-3.94
503873.000000,-0.266,-0.512,0.533,-10.99,2.41,-5.83
503873.046000,-0.08,-0.469,0.369,-19.56,11.54,-0.18
503873.093000,-0.284,-0.512,0.414,-14.31,65.31,15.05
503873.140000,-0.163,-0.479,0.594,-7.29,85.09,16.21
503873.187000,-0.2,-0.575,0.829,-0.76,128.94,34.91
503873.234000,-0.55,-0.665,1.094,16.11,151.13,41.11
503873.281000,-0.488,-0.588,1.041,-26.03,95.46,14.74
503873.328000,-0.494,-0.738,1.004,-28.26,74.4,33.33
503873.375000,-0.483,-0.895,1.022,-29.82,53.77,24.32
503873.421000,-0.45,-0.921,0.856,-44.89,16.33,-15.99
503873.468000,-0.392,-0.853,0.76,-30.46,-1.19,-26.49
503873.515000,-0.395,-0.911,0.722,-12.63,-14.74,-27.13
503873.562000,-0.467,-0.881,0.64,-22.95,-24.87,-48.92
503873.609000,-0.428,-0.761,0.508,-12.79,-41.29,-51.55
503873.656000,-0.365,-0.727,0.435,-16.14,-35.92,-46.42
503873.703000,-0.378,-0.79,0.465,-14.34,-21.79,-42.85
503873.750000,-0.33,-0.799,0.362,-15.84,-24.32,-40.77
503873.796000,-0.256,-0.757,0.309,-32.07,-6.35,-50.36
503873.843000,-0.216,-0.802,0.351,-21.12,9.43,-33.08
503873.890000,-0.188,-0.888,0.399,-3.39,1.74,-19.44
503873.937000,-0.125,-0.949,0.367,-12.48,2.04,-23.41
503874.000000,-0.128,-1.011,0.463,2.56,5.49,-25.24
503874.046000,-0.088,-0.886,0.435,-8.61,0.73,-40.5
503874.093000,-0.138,-0.825,0.477,-6.29,5.01,-35.68
503874.140000,-0.134,-0.804,0.451,3.27,-7.35,-16.45
503874.187000,-0.075,-0.737,0.412,-16.51,-6.65,-12.42
503874.234000,0.016,-0.683,0.402,-15.17,7.39,-1.22
503874.281000,0.009,-0.762,0.454,-18.43,13.49,17.64
503874.328000,-0.042,-0.825,0.504,-12.85,17.37,19.75
503874.375000,-0.118,-0.899,0.535,-15.41,6.2,25.33
503874.421000,-0.192,-0.968,0.54,1.92,-7.35,21.88
503874.468000,-0.222,-0.963,0.508,-4.27,-15.75,12.24
503874.515000,-0.226,-0.989,0.502,-0.7,-19.78,13.15
503874.562000,-0.185,-1.025,0.453,1.89,-23.26,8.91
503874.609000,-0.18,-0.989,0.481,-13.61,-15.35,-7.17
503874.656000,-0.199,-0.891,0.491,-7.35,-12.57,-11.84
503874.703000,-0.227,-0.894,0.45,-12.02,-3.97,-3.57
503874.750000,-0.302,-1.011,0.459,-12.3,7.11,-8.03
503874.796000,-0.215,-0.948,0.343,-17.46,5.4,-43.06
503874.843000,-0.064,-0.818,0.303,-16.57,16.91,-48.16
503874.890000,-0.027,-0.793,0.35,5.1,18.04,-24.93
503874.937000,0.002,-0.763,0.324,13.76,8.33,-5.83
503874.984000,-0.103,-0.872,0.376,18.28,14.31,21.3
503875.031000,-0.121,-0.967,0.414,2.53,12.91,10.35
503875.078000,-0.111,-0.989,0.415,-8.03,11.14,0.82
503875.125000,-0.05,-1.044,0.331,-4.55,5.65,-11.35
503875.171000,-0.025,-0.951,0.39,-13.28,9.03,-23.83
503875.234000,-0.004,-0.961,0.375,29.18,-10.83,6.53
503875.281000,0.002,-0.983,0.389,4.52,-1.53,-15.93
503875.328000,-0.026,-0.947,0.494,-13.79,0.85,-27.74
503875.375000,-0.041,-0.917,0.474,-12.88,-8.21,-27.53
503875.421000,-0.028,-0.924,0.375,-28.23,-9.83,-33.66
503875.468000,0.036,-0.846,0.282,-37.51,-11.47,-43.21
503875.515000,0.075,-0.876,0.236,-36.93,-7.72,-28.84
503875.562000,0.116,-0.892,0.168,-38.54,-1.59,-22.64
503875.609000,0.096,-0.972,0.162,-21.18,6.26,-0.73
503875.656000,0.1,-1.04,0.138,-50.26,16.85,-15.05
503875.703000,0.088,-0.985,0.143,-46.42,9.25,-11.72
503875.750000,0.145,-0.937,0.08,-44.74,0.31,-13.43
503875.796000,0.163,-0.926,0.063,-64.88,4.39,-18.37
503875.843000,0.152,-1.016,0.121,-32.93,1.4,6.16
503875.890000,0.118,-1.056,0.161,-2.23,4.12,18.28
503875.937000,0.102,-1.055,0.195,4.49,10.93,10.41
503875.984000,0.111,-1.031,0.238,-13.67,-0.46,-5.46
503876.031000,0.131,-1.008,0.156,-1.4,-23.41,-9.98
503876.078000,0.16,-0.989,0.042,-24.05,-21.61,-23.96
503876.125000,0.148,-1.001,0.046,-16.97,-34.42,-17.52
503876.171000,0.172,-0.981,-0.07,-9.67,-49.17,-15.02
503876.218000,0.168,-0.965,-0.104,-24.72,-35.07,-17.15
503876.265000,0.184,-0.965,-0.122,-13.37,-15.23,-14.62
503876.312000,0.199,-0.947,-0.118,-8.48,-7.87,-8.24
503876.359000,0.216,-0.95,-0.145,-3.69,8.55,-2.14
503876.421000,0.183,-0.949,-0.146,3.08,22.92,5.74
503876.468000,0.196,-0.957,-0.11,0.34,33.11,6.32
503876.515000,0.208,-0.966,-0.107,-4.24,31.28,10.65
503876.562000,0.213,-0.947,-0.059,-9.64,37.2,11.54
503876.609000,0.186,-1.004,-0.031,-12.33,34.67,16.66
503876.656000,0.141,-1.083,0.031,-15.02,29.6,10.56
503876.703000,0.144,-1.049,0.004,0.64,11.2,9.49
503876.750000,0.142,-1.032,-0.013,-8.12,7.08,-7.08
503876.796000,0.136,-0.97,-0.014,1.43,-6.04,-2.75
503876.843000,0.143,-0.951,-0.041,1.98,-16.39,1.92
503876.890000,0.145,-0.932,-0.081,22.37,-26.83,17.94
503876.937000,0.134,-0.981,-0.126,9.31,-10.71,14.44
503876.984000,0.121,-0.96,-0.061,-5.68,-0.34,5.95
503877.031000,0.14,-0.97,-0.026,2.26,-2.87,15.53
503877.078000,0.088,-1.077,-0.027,1.1,-8.45,21.94
503877.125000,0.068,-1.073,-0.021,1.37,-17.76,12.18
503877.171000,0.087,-1.045,-0.058,-5.07,-19.78,2.62
503877.218000,0.089,-1.029,-0.072,-10.44,-10.35,-8.58
503877.265000,0.079,-1.028,-0.099,-6.35,-8.67,-10.99
503877.312000,0.07,-1.018,-0.138,0.0,-1.04,-12.88
503877.359000,0.094,-0.921,-0.135,-0.4,4.21,-14.04
503877.406000,0.109,-0.932,-0.146,2.84,12.3,-6.71
503877.453000,0.122,-0.92,-0.129,0.09,17.7,-2.47
503877.500000,0.128,-0.965,-0.1,5.43,21.61,4.15
503877.546000,0.133,-0.944,-0.06,1.43,26.58,4.7
503877.593000,0.143,-0.982,0.003,-1.31,26.06,13.86
503877.640000,0.127,-1.04,0.028,4.0,14.74,13.52
503877.687000,0.118,-1.033,-0.001,-1.62,9.0,3.02
503877.734000,0.124,-1.006,-0.001,-0.12,6.23,-1.04
503877.781000,0.121,-0.982,-0.024,1.65,5.65,0.0
503877.828000,0.098,-1.015,-0.017,1.28,0.92,3.91
503877.875000,0.103,-1.018,-0.085,8.27,1.74,-1.28
503877.921000,0.102,-0.948,-0.057,4.67,5.62,-3.11
503877.968000,0.099,-0.928,-0.019,12.51,8.42,5.37
503878.015000,0.041,-0.979,0.012,11.6,5.86,11.54
503878.062000,0.076,-1.018,-0.057,-1.62,-0.89,5.13
503878.109000,0.08,-1.023,-0.073,-10.19,10.47,0.18
503878.156000,0.128,-0.951,-0.083,-2.99,9.46,5.89
503878.203000,0.142,-0.953,-0.06,-5.46,16.88,13.89
503878.250000,0.119,-1.0,0.021,-13.15,18.52,12.48
503878.296000,0.096,-1.015,0.055,-11.29,10.77,12.09
503878.343000,0.068,-1.049,0.037,-10.65,0.79,10.47
503878.390000,0.033,-1.154,0.028,-1.8,-6.13,7.93
503878.437000,-0.005,-1.176,-0.026,-8.3,-15.23,-3.14
503878.484000,0.049,-0.986,-0.073,-1.19,-19.1,-25.88
503878.531000,0.051,-0.912,-0.12,-3.3,-17.82,-24.02
503878.593000,0.072,-0.869,-0.129,1.56,-5.49,-13.52
503878.640000,0.066,-0.91,-0.14,4.85,-2.78,5.19
503878.687000,0.062,-0.974,-0.135,1.92,4.3,10.25
503878.734000,0.085,-1.001,-0.136,-0.4,6.47,9.67
503878.781000,0.099,-1.008,-0.115,0.06,16.94,8.15
503878.828000,0.092,-0.987,-0.056,0.98,18.37,10.38
503878.875000,0.069,-1.031,-0.045,1.28,18.49,10.59
503878.937000,0.047,-1.037,0.002,2.38,15.53,5.4
503878.984000,0.039,-1.036,-0.024,-0.52,6.23,-0.31
503879.031000,0.054,-0.995,-0.029,0.58,6.38,-4.21
503879.078000,0.062,-0.99,-0.053,2.59,4.79,-2.04
503879.125000,0.081,-0.974,-0.059,2.38,8.88,-4.18
503879.171000,0.076,-0.973,-0.049,2.08,11.57,-0.4
503879.218000,0.066,-1.011,-0.025,4.85,12.76,3.33
503879.265000,0.068,-1.009,0.027,3.97,9.31,3.23
503879.312000,0.063,-1.018,0.046,1.77,-0.12,2.35
503879.359000,0.063,-0.993,0.018,-0.79,-11.14,-2.96
503879.406000,0.035,-0.999,0.003,-0.46,-14.95,-1.43
503879.453000,0.034,-1.009,-0.04,2.01,-16.39,-2.87
503879.500000,0.07,-0.939,-0.05,5.52,-13.61,-1.92
503879.546000,0.068,-0.972,-0.034,3.66,-7.84,6.71
503879.593000,0.058,-0.988,-0.001,2.9,-9.95,7.84
503879.640000,0.047,-1.018,0.014,-2.78,-15.69,9.28
503879.687000,0.038,-1.047,0.006,-3.94,-24.75,3.57
503879.734000,0.038,-1.032,-0.016,-3.75,-27.59,-1.16
503879.781000,0.031,-1.04,-0.074,-1.56,-26.7,-3.69
503879.828000,0.039,-0.995,-0.074,2.04,-21.42,-6.47
503879.875000,0.045,-0.991,-0.095,2.81,-14.4,-3.27
503879.921000,0.008,-0.922,-0.044,-1.92,-8.45,-0.52
503879.968000,0.042,-0.979,-0.057,-18.74,-22.71,1.19
503880.015000,0.069,-1.197,-0.153,-23.04,-24.93,-7.78
503880.062000,0.116,-1.202,-0.17,-35.0,-14.95,-32.84
503880.109000,0.149,-1.128,-0.161,-33.88,6.16,-54.63
503880.156000,0.178,-1.094,-0.142,-39.58,11.9,-70.07
503880.203000,0.32,-1.105,-0.129,-37.84,16.3,-84.38
