t_monotonic,event,trial_index,gesture,note
503885.421000,trial_start,1,Push,
503887.453000,trial_end,1,Push,
503889.328000,trial_accept,1,Push,
503890.453000,trial_start,2,Push,
503892.515000,trial_end,2,Push,
503893.609000,trial_accept,2,Push,
503896.468000,trial_start,3,Push,
503898.562000,trial_end,3,Push,
503899.546000,trial_accept,3,Push,
503900.968000,trial_start,4,Push,
503903.062000,trial_end,4,Push,
503903.843000,trial_accept,4,Push,
503905.250000,trial_start,5,Push,
503907.343000,trial_end,5,Push,
503908.187000,trial_accept,5,Push,
503909.578000,trial_start,6,Push,
503911.640000,trial_end,6,Push,
503912.453000,trial_accept,6,Push,
503913.984000,trial_start,7,Push,
503916.031000,trial_end,7,Push,
503917.296000,trial_accept,7,Push,
503918.859000,trial_start,8,Push,
503920.937000,trial_end,8,Push,
503921.781000,trial_accept,8,Push,
503923.406000,trial_start,9,Push,
503925.468000,trial_end,9,Push,
503926.250000,trial_accept,9,Push,
503927.359000,trial_start,10,Push,
503929.406000,trial_end,10,Push,
503930.359000,trial_accept,10,Push,
503937.968000,trial_start,11,Pull,
503940.046000,trial_end,11,Pull,
503941.140000,trial_accept,11,Pull,
503942.328000,trial_start,12,Pull,
503944.359000,trial_end,12,Pull,
503945.921000,trial_accept,12,Pull,
503946.765000,trial_start,13,Pull,
503948.796000,trial_end,13,Pull,
503950.109000,trial_accept,13,Pull,
503951.406000,trial_start,14,Pull,
503953.421000,trial_end,14,Pull,
503954.437000,trial_accept,14,Pull,
503955.718000,trial_start,15,Pull,
503957.781000,trial_end,15,Pull,
503958.578000,trial_accept,15,Pull,
503960.234000,trial_start,16,Pull,
503962.312000,trial_end,16,Pull,
503963.546000,trial_accept,16,Pull,
503964.921000,trial_start,17,Pull,
503967.000000,trial_end,17,Pull,
503968.562000,trial_accept,17,Pull,
503969.625000,trial_start,18,Pull,
503971.625000,trial_end,18,Pull,
503972.546000,trial_accept,18,Pull,
503973.875000,trial_start,19,Pull,
503975.875000,trial_end,19,Pull,
503976.906000,trial_accept,19,Pull,
503978.265000,trial_start,20,Pull,
503980.328000,trial_end,20,Pull,
503981.046000,trial_accept,20,Pull,
