t_monotonic,event,trial_index,gesture,note
592103.734000,trial_start,1,Idle,
592105.796000,trial_end,1,Idle,
592108.843000,trial_accept,1,Idle,
592109.625000,trial_start,2,Idle,
592111.718000,trial_end,2,Idle,
592112.203000,trial_accept,2,Idle,
592113.750000,trial_start,3,Idle,
592115.812000,trial_end,3,Idle,
592116.640000,trial_accept,3,Idle,
592121.125000,trial_start,4,Idle,
592123.218000,trial_end,4,Idle,
592125.468000,trial_accept,4,Idle,
592125.953000,trial_start,5,Idle,
592128.015000,trial_end,5,Idle,
592128.703000,trial_accept,5,Idle,
592129.281000,trial_start,6,Idle,
592131.359000,trial_end,6,Idle,
592133.781000,trial_accept,6,Idle,
592134.031000,trial_start,7,Idle,
592136.109000,trial_end,7,Idle,
592136.562000,trial_accept,7,Idle,
592139.515000,trial_start,8,Idle,
592141.578000,trial_end,8,Idle,
592142.500000,trial_accept,8,Idle,
592144.828000,trial_start,9,Idle,
592146.921000,trial_end,9,Idle,
592147.250000,trial_accept,9,Idle,
592147.671000,trial_start,10,Idle,
592149.734000,trial_end,10,Idle,
592151.140000,trial_accept,10,Idle,
