t_monotonic,ax,ay,az,gx,gy,gz
592087.531000,-1.042,-0.458,-0.377,59.11,-30.98,2.01
592087.578000,-1.055,-0.553,-0.381,136.81,-38.64,-37.57
592087.640000,-1.106,-0.58,-0.256,196.63,-59.24,-57.65
592087.687000,-1.081,-0.507,-0.123,191.35,-89.91,-74.83
592087.734000,-1.043,-0.516,-0.0,173.86,-105.32,-74.89
592087.781000,-0.888,-0.443,0.056,117.5,-110.84,-87.19
592087.828000,-0.931,-0.498,0.25,82.86,-87.98,-74.19
592087.875000,-0.785,-0.39,0.176,80.11,-114.26,-68.91
592087.921000,-0.815,-0.487,0.5,111.3,-79.74,-32.07
592087.968000,-0.714,-0.38,0.368,89.91,-120.55,-24.96
592088.015000,-0.505,-0.412,0.428,18.13,-69.92,-23.68
592088.062000,-0.446,-0.423,0.429,3.11,-49.07,-14.71
592088.109000,-0.456,-0.468,0.487,20.54,-23.62,4.0
592088.156000,-0.499,-0.481,0.538,7.2,-6.07,1.43
592088.203000,-0.593,-0.538,0.746,15.56,3.45,13.43
592088.250000,-0.609,-0.503,0.774,80.87,-29.51,25.97
592088.296000,-0.572,-0.472,0.842,86.67,-43.76,24.78
592088.343000,-0.538,-0.404,0.887,76.82,-48.31,22.06
592088.390000,-0.491,-0.329,0.861,48.19,-54.99,16.39
592088.437000,-0.467,-0.299,0.885,40.31,-44.83,9.16
592088.484000,-0.438,-0.262,0.861,22.0,-45.96,8.48
592088.531000,-0.438,-0.234,0.91,16.05,-41.84,-0.95
592088.578000,-0.371,-0.209,0.893,11.69,-43.89,7.66
592088.625000,-0.325,-0.234,0.904,6.78,-39.55,7.51
592088.671000,-0.229,-0.221,0.829,-6.47,-38.36,10.1
592088.718000,-0.226,-0.252,0.851,-3.45,-13.92,11.57
592088.765000,-0.217,-0.233,0.861,-1.74,-12.05,5.58
592088.812000,-0.189,-0.271,0.84,-11.41,3.91,-3.17
592088.859000,-0.218,-0.264,0.86,-2.41,13.21,-1.68
592088.906000,-0.282,-0.243,0.93,5.34,23.26,-2.56
592088.953000,-0.361,-0.202,1.033,15.17,15.96,-1.68
592089.000000,-0.318,-0.236,0.992,-3.85,-1.65,0.7
592089.046000,-0.276,-0.243,0.924,-2.93,-2.75,0.21
592089.093000,-0.238,-0.26,0.816,-29.27,-1.4,-2.59
592089.140000,-0.226,-0.276,0.713,-57.07,16.79,-14.37
592089.187000,-0.258,-0.311,0.69,-88.05,44.22,-15.75
592089.234000,-0.373,-0.39,0.749,-93.6,65.31,-10.59
